run_index;run_time;lowest_reward;reward;highest_reward;action_count;team_action_count;sequence_file_path
55;148.927998916;-5259;-4135;-3492;38;19;../results/snrpa_100_1_1_50_100//solve55_sequences.csv
59;163.851947583;-5692;-3040;-2449;34;17;../results/snrpa_100_1_1_50_100//solve59_sequences.csv
25;173.528019633;-5791;-2878;-2512;36;18;../results/snrpa_100_1_1_50_100//solve25_sequences.csv
12;196.827956685;-6126;-3145;-1819;40;20;../results/snrpa_100_1_1_50_100//solve12_sequences.csv
6;218.327845151;-5892;-3837;-2602;40;20;../results/snrpa_100_1_1_50_100//solve6_sequences.csv
56;232.911909479;-5841;-4360;-1834;56;28;../results/snrpa_100_1_1_50_100//solve56_sequences.csv
53;234.624559006;-6001;-2557;-1243;40;20;../results/snrpa_100_1_1_50_100//solve53_sequences.csv
37;110.14796369;-5279;-4999;-4448;48;24;../results/snrpa_100_1_1_50_100//solve37_sequences.csv
60;106.979955619;-5089;-3406;-4387;36;18;../results/snrpa_100_1_1_50_100//solve60_sequences.csv
68;289.692405865;-6140;-2429;-1160;46;23;../results/snrpa_100_1_1_50_100//solve68_sequences.csv
75;305.725138032;-6256;-4760;-1563;68;34;../results/snrpa_100_1_1_50_100//solve75_sequences.csv
62;314.760388867;-6463;-591;-152;34;17;../results/snrpa_100_1_1_50_100//solve62_sequences.csv
0;323.689847022;-6093;-4172;-1344;60;30;../results/snrpa_100_1_1_50_100//solve0_sequences.csv
13;134.727998654;-5504;-4030;-4082;36;18;../results/snrpa_100_1_1_50_100//solve13_sequences.csv
71;334.711987981;-5914;-4059;-2089;64;32;../results/snrpa_100_1_1_50_100//solve71_sequences.csv
26;189.977636674;-5968;-2502;-1750;38;19;../results/snrpa_100_1_1_50_100//solve26_sequences.csv
7;194.287986194;-5784;-3445;-2089;38;19;../results/snrpa_100_1_1_50_100//solve7_sequences.csv
1;102.539972649;-4965;-4357;-4542;44;22;../results/snrpa_100_1_1_50_100//solve1_sequences.csv
3;206.690875017;-5662;-3541;-2911;46;23;../results/snrpa_100_1_1_50_100//solve3_sequences.csv
61;174.283976823;-5932;-3414;-2331;40;20;../results/snrpa_100_1_1_50_100//solve61_sequences.csv
54;447.224325683;-6119;-5325;-1398;100;50;../results/snrpa_100_1_1_50_100//solve54_sequences.csv
72;157.370773859;-5868;-4579;-4020;44;22;../results/snrpa_100_1_1_50_100//solve72_sequences.csv
63;178.767972097;-5660;-4550;-3390;50;25;../results/snrpa_100_1_1_50_100//solve63_sequences.csv
38;245.70797242;-6030;-1948;-1233;34;17;../results/snrpa_100_1_1_50_100//solve38_sequences.csv
50;516.321107487;-6110;-3085;-1187;86;43;../results/snrpa_100_1_1_50_100//solve50_sequences.csv
57;331.818008907;-6385;-1671;-668;42;21;../results/snrpa_100_1_1_50_100//solve57_sequences.csv
76;264.495985421;-5947;-4253;-2804;58;29;../results/snrpa_100_1_1_50_100//solve76_sequences.csv
69;308.395978192;-6143;-3026;-1430;54;27;../results/snrpa_100_1_1_50_100//solve69_sequences.csv
70;174.083962345;-5632;-5441;-3577;64;32;../results/snrpa_100_1_1_50_100//solve70_sequences.csv
73;133.04100423;-5885;-4277;-3381;40;20;../results/snrpa_100_1_1_50_100//solve73_sequences.csv
51;122.396689936;-5691;-4195;-4304;40;20;../results/snrpa_100_1_1_50_100//solve51_sequences.csv
27;287.046281523;-6171;-3193;-1482;46;23;../results/snrpa_100_1_1_50_100//solve27_sequences.csv
2;235.30264627;-5780;-4218;-2389;54;27;../results/snrpa_100_1_1_50_100//solve2_sequences.csv
77;146.950739603;-5023;-3720;-4147;34;17;../results/snrpa_100_1_1_50_100//solve77_sequences.csv
8;445.158462415;-6228;-1576;-728;46;23;../results/snrpa_100_1_1_50_100//solve8_sequences.csv
31;450.563974151;-6545;-447;-100;28;14;../results/snrpa_100_1_1_50_100//solve31_sequences.csv
4;482.172731027;-6327;-2924;-750;62;31;../results/snrpa_100_1_1_50_100//solve4_sequences.csv
64;459.267981956;-5719;-3239;-2649;64;32;../results/snrpa_100_1_1_50_100//solve64_sequences.csv
52;356.963103357;-5747;-3988;-2767;50;25;../results/snrpa_100_1_1_50_100//solve52_sequences.csv
58;436.585950448;-6058;-2005;-1030;46;23;../results/snrpa_100_1_1_50_100//solve58_sequences.csv
74;484.420014677;-5776;-3325;-2092;54;27;../results/snrpa_100_1_1_50_100//solve74_sequences.csv
65;537.011931934;-5964;-2919;-1138;52;26;../results/snrpa_100_1_1_50_100//solve65_sequences.csv
78;458.117058921;-5882;-3402;-2369;56;28;../results/snrpa_100_1_1_50_100//solve78_sequences.csv
14;883.267983366;-6521;-1841;-263;78;39;../results/snrpa_100_1_1_50_100//solve14_sequences.csv
5;300.99065238;-5463;-3102;-2652;36;18;../results/snrpa_100_1_1_50_100//solve5_sequences.csv
34;625.471972687;-6340;-1507;-547;40;20;../results/snrpa_100_1_1_50_100//solve34_sequences.csv
9;421.081491916;-6071;-2558;-1231;42;21;../results/snrpa_100_1_1_50_100//solve9_sequences.csv
66;179.603980056;-5731;-4703;-4042;36;18;../results/snrpa_100_1_1_50_100//solve66_sequences.csv
15;145.143992871;-4928;-3381;-4911;28;14;../results/snrpa_100_1_1_50_100//solve15_sequences.csv
28;724.57598659;-6046;-3229;-1121;62;31;../results/snrpa_100_1_1_50_100//solve28_sequences.csv
33;391.847977561;-5667;-3724;-2703;58;29;../results/snrpa_100_1_1_50_100//solve33_sequences.csv
18;772.75988768;-6101;-3584;-1101;76;38;../results/snrpa_100_1_1_50_100//solve18_sequences.csv
39;941.440020237;-6308;-1701;-394;70;35;../results/snrpa_100_1_1_50_100//solve39_sequences.csv
10;495.047980271;-6138;-4983;-1598;64;32;../results/snrpa_100_1_1_50_100//solve10_sequences.csv
79;287.08564366;-5341;-4210;-4327;52;26;../results/snrpa_100_1_1_50_100//solve79_sequences.csv
41;125.139954913;-5105;-4691;-6035;34;17;../results/snrpa_100_1_1_50_100//solve41_sequences.csv
35;286.723383101;-5778;-3791;-2756;38;19;../results/snrpa_100_1_1_50_100//solve35_sequences.csv
19;189.452804019;-5008;-4285;-4719;40;20;../results/snrpa_100_1_1_50_100//solve19_sequences.csv
11;369.983990816;-6108;-2945;-1819;44;22;../results/snrpa_100_1_1_50_100//solve11_sequences.csv
16;291.003943178;-5581;-3422;-3386;42;21;../results/snrpa_100_1_1_50_100//solve16_sequences.csv
80;223.298122035;-5104;-3565;-4294;58;29;../results/snrpa_100_1_1_50_100//solve80_sequences.csv
40;472.67704978;-5989;-2684;-1843;44;22;../results/snrpa_100_1_1_50_100//solve40_sequences.csv
32;808.487963913;-6350;-1960;-724;52;26;../results/snrpa_100_1_1_50_100//solve32_sequences.csv
43;729.255938756;-6004;-3260;-1531;72;36;../results/snrpa_100_1_1_50_100//solve43_sequences.csv
21;487.779973696;-6026;-3249;-2073;48;24;../results/snrpa_100_1_1_50_100//solve21_sequences.csv
48;300.99999586;-5486;-3415;-2919;44;22;../results/snrpa_100_1_1_50_100//solve48_sequences.csv
67;670.799957007;-6380;-2761;-1014;64;32;../results/snrpa_100_1_1_50_100//solve67_sequences.csv
49;373.752018118;-5817;-3377;-2319;38;19;../results/snrpa_100_1_1_50_100//solve49_sequences.csv
29;914.067959508;-6077;-2357;-1032;74;37;../results/snrpa_100_1_1_50_100//solve29_sequences.csv
81;357.19193924;-5832;-2542;-2072;44;22;../results/snrpa_100_1_1_50_100//solve81_sequences.csv
17;445.455972232;-5935;-4251;-2309;56;28;../results/snrpa_100_1_1_50_100//solve17_sequences.csv
20;656.827956929;-6059;-2392;-1390;58;29;../results/snrpa_100_1_1_50_100//solve20_sequences.csv
46;706.291944017;-5968;-3968;-1510;74;37;../results/snrpa_100_1_1_50_100//solve46_sequences.csv
22;361.775958065;-5712;-4246;-2512;54;27;../results/snrpa_100_1_1_50_100//solve22_sequences.csv
42;777.26397319;-6218;-2489;-1119;68;34;../results/snrpa_100_1_1_50_100//solve42_sequences.csv
87;589.091943881;-6115;-2092;-1193;46;23;../results/snrpa_100_1_1_50_100//solve87_sequences.csv
44;614.819378836;-6144;-2053;-808;46;23;../results/snrpa_100_1_1_50_100//solve44_sequences.csv
82;342.924014316;-5498;-3733;-3194;46;23;../results/snrpa_100_1_1_50_100//solve82_sequences.csv
93;697.27197702;-5972;-2779;-1301;66;33;../results/snrpa_100_1_1_50_100//solve93_sequences.csv
30;536.363917053;-6036;-2592;-1290;48;24;../results/snrpa_100_1_1_50_100//solve30_sequences.csv
36;927.634616332;-6451;-3391;-433;70;35;../results/snrpa_100_1_1_50_100//solve36_sequences.csv
98;451.603975159;-5822;-3894;-2456;56;28;../results/snrpa_100_1_1_50_100//solve98_sequences.csv
45;517.412000763;-6031;-2374;-1456;42;21;../results/snrpa_100_1_1_50_100//solve45_sequences.csv
88;250.535994608;-5596;-4359;-3166;46;23;../results/snrpa_100_1_1_50_100//solve88_sequences.csv
99;460.199965278;-5767;-3482;-2146;48;24;../results/snrpa_100_1_1_50_100//solve99_sequences.csv
47;434.475566287;-6546;-141;-47;26;13;../results/snrpa_100_1_1_50_100//solve47_sequences.csv
84;558.811749499;-6445;-1152;-308;34;17;../results/snrpa_100_1_1_50_100//solve84_sequences.csv
23;464.411965579;-5726;-2831;-1968;44;22;../results/snrpa_100_1_1_50_100//solve23_sequences.csv
83;344.907970369;-5170;-4768;-4186;64;32;../results/snrpa_100_1_1_50_100//solve83_sequences.csv
96;717.787910567;-6317;-3301;-681;60;30;../results/snrpa_100_1_1_50_100//solve96_sequences.csv
85;432.616342906;-5704;-3031;-1704;48;24;../results/snrpa_100_1_1_50_100//solve85_sequences.csv
92;317.107960441;-6108;-2949;-1837;34;17;../results/snrpa_100_1_1_50_100//solve92_sequences.csv
89;329.953421307;-5337;-4336;-2905;60;30;../results/snrpa_100_1_1_50_100//solve89_sequences.csv
90;414.467982975;-6028;-3955;-1886;70;35;../results/snrpa_100_1_1_50_100//solve90_sequences.csv
24;598.862429215;-6046;-2480;-1110;52;26;../results/snrpa_100_1_1_50_100//solve24_sequences.csv
95;458.077476155;-6257;-4000;-1171;60;30;../results/snrpa_100_1_1_50_100//solve95_sequences.csv
97;191.996023101;-5629;-3716;-3113;42;21;../results/snrpa_100_1_1_50_100//solve97_sequences.csv
91;459.546037505;-5739;-2996;-1535;66;33;../results/snrpa_100_1_1_50_100//solve91_sequences.csv
86;399.790608457;-6158;-2846;-998;64;32;../results/snrpa_100_1_1_50_100//solve86_sequences.csv
94;667.511215334;-6444;-3051;-348;86;43;../results/snrpa_100_1_1_50_100//solve94_sequences.csv
